
# TYPE process_cpu_time_seconds_total counter
# UNIT process_cpu_time_seconds_total seconds
# HELP process_cpu_time_seconds_total Total CPU seconds broken down by different states.
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Messages/GetByTopicMessages",network_protocol_version="1.0",url_scheme="http",le="0.005"} 7928 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Messages/GetByTopicMessages",network_protocol_version="1.0",url_scheme="http",le="0.01"} 28881 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Messages/GetByTopicMessages",network_protocol_version="1.0",url_scheme="http",le="0.025"} 146745 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Messages/GetByTopicMessages",network_protocol_version="1.0",url_scheme="http",le="0.05"} 173846 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Messages/GetByTopicMessages",network_protocol_version="1.0",url_scheme="http",le="0.075"} 176291 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Messages/GetByTopicMessages",network_protocol_version="1.0",url_scheme="http",le="0.1"} 176925 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Messages/GetByTopicMessages",network_protocol_version="1.0",url_scheme="http",le="0.25"} 178405 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Messages/GetByTopicMessages",network_protocol_version="1.0",url_scheme="http",le="0.5"} 179317 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Messages/GetByTopicMessages",network_protocol_version="1.0",url_scheme="http",le="0.75"} 179608 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Messages/GetByTopicMessages",network_protocol_version="1.0",url_scheme="http",le="1"} 179667 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Messages/GetByTopicMessages",network_protocol_version="1.0",url_scheme="http",le="2.5"} 179943 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Messages/GetByTopicMessages",network_protocol_version="1.0",url_scheme="http",le="5"} 179952 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Messages/GetByTopicMessages",network_protocol_version="1.0",url_scheme="http",le="7.5"} 179955 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Messages/GetByTopicMessages",network_protocol_version="1.0",url_scheme="http",le="10"} 179955 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Messages/GetByTopicMessages",network_protocol_version="1.0",url_scheme="http",le="+Inf"} 179955 1786132820020
http_server_request_duration_seconds_sum{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Messages/GetByTopicMessages",network_protocol_version="1.0",url_scheme="http"} 4263.962016100022 1786132820020
http_server_request_duration_seconds_count{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Messages/GetByTopicMessages",network_protocol_version="1.0",url_scheme="http"} 179955 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/v2/email-messages/unhandled-count",network_protocol_version="1.0",url_scheme="http",le="0.005"} 390550 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/v2/email-messages/unhandled-count",network_protocol_version="1.0",url_scheme="http",le="0.01"} 391998 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/v2/email-messages/unhandled-count",network_protocol_version="1.0",url_scheme="http",le="0.025"} 394841 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/v2/email-messages/unhandled-count",network_protocol_version="1.0",url_scheme="http",le="0.05"} 399325 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/v2/email-messages/unhandled-count",network_protocol_version="1.0",url_scheme="http",le="0.075"} 403851 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/v2/email-messages/unhandled-count",network_protocol_version="1.0",url_scheme="http",le="0.1"} 408491 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/v2/email-messages/unhandled-count",network_protocol_version="1.0",url_scheme="http",le="0.25"} 438991 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/v2/email-messages/unhandled-count",network_protocol_version="1.0",url_scheme="http",le="0.5"} 651300 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/v2/email-messages/unhandled-count",network_protocol_version="1.0",url_scheme="http",le="0.75"} 651800 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/v2/email-messages/unhandled-count",network_protocol_version="1.0",url_scheme="http",le="1"} 651906 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/v2/email-messages/unhandled-count",network_protocol_version="1.0",url_scheme="http",le="2.5"} 651922 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/v2/email-messages/unhandled-count",network_protocol_version="1.0",url_scheme="http",le="5"} 651943 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/v2/email-messages/unhandled-count",network_protocol_version="1.0",url_scheme="http",le="7.5"} 651945 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/v2/email-messages/unhandled-count",network_protocol_version="1.0",url_scheme="http",le="10"} 651945 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/v2/email-messages/unhandled-count",network_protocol_version="1.0",url_scheme="http",le="+Inf"} 651945 1786132820020
http_server_request_duration_seconds_sum{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/v2/email-messages/unhandled-count",network_protocol_version="1.0",url_scheme="http"} 83145.1230805995 1786132820020
http_server_request_duration_seconds_count{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/v2/email-messages/unhandled-count",network_protocol_version="1.0",url_scheme="http"} 651945 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Messages/GetUnreadMessages",network_protocol_version="1.0",url_scheme="http",le="0.005"} 109749 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Messages/GetUnreadMessages",network_protocol_version="1.0",url_scheme="http",le="0.01"} 110343 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Messages/GetUnreadMessages",network_protocol_version="1.0",url_scheme="http",le="0.025"} 112979 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Messages/GetUnreadMessages",network_protocol_version="1.0",url_scheme="http",le="0.05"} 115383 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Messages/GetUnreadMessages",network_protocol_version="1.0",url_scheme="http",le="0.075"} 116763 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Messages/GetUnreadMessages",network_protocol_version="1.0",url_scheme="http",le="0.1"} 118058 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Messages/GetUnreadMessages",network_protocol_version="1.0",url_scheme="http",le="0.25"} 131366 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Messages/GetUnreadMessages",network_protocol_version="1.0",url_scheme="http",le="0.5"} 175873 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Messages/GetUnreadMessages",network_protocol_version="1.0",url_scheme="http",le="0.75"} 192839 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Messages/GetUnreadMessages",network_protocol_version="1.0",url_scheme="http",le="1"} 198776 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Messages/GetUnreadMessages",network_protocol_version="1.0",url_scheme="http",le="2.5"} 203666 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Messages/GetUnreadMessages",network_protocol_version="1.0",url_scheme="http",le="5"} 203787 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Messages/GetUnreadMessages",network_protocol_version="1.0",url_scheme="http",le="7.5"} 203805 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Messages/GetUnreadMessages",network_protocol_version="1.0",url_scheme="http",le="10"} 203813 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Messages/GetUnreadMessages",network_protocol_version="1.0",url_scheme="http",le="+Inf"} 203820 1786132820020
http_server_request_duration_seconds_sum{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Messages/GetUnreadMessages",network_protocol_version="1.0",url_scheme="http"} 40381.11374780186 1786132820020
http_server_request_duration_seconds_count{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Messages/GetUnreadMessages",network_protocol_version="1.0",url_scheme="http"} 203820 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/Messages/GetMessagesFromTopicsInWork",network_protocol_version="1.0",url_scheme="http",le="0.005"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/Messages/GetMessagesFromTopicsInWork",network_protocol_version="1.0",url_scheme="http",le="0.01"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/Messages/GetMessagesFromTopicsInWork",network_protocol_version="1.0",url_scheme="http",le="0.025"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/Messages/GetMessagesFromTopicsInWork",network_protocol_version="1.0",url_scheme="http",le="0.05"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/Messages/GetMessagesFromTopicsInWork",network_protocol_version="1.0",url_scheme="http",le="0.075"} 58 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/Messages/GetMessagesFromTopicsInWork",network_protocol_version="1.0",url_scheme="http",le="0.1"} 20219 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/Messages/GetMessagesFromTopicsInWork",network_protocol_version="1.0",url_scheme="http",le="0.25"} 187087 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/Messages/GetMessagesFromTopicsInWork",network_protocol_version="1.0",url_scheme="http",le="0.5"} 201230 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/Messages/GetMessagesFromTopicsInWork",network_protocol_version="1.0",url_scheme="http",le="0.75"} 202672 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/Messages/GetMessagesFromTopicsInWork",network_protocol_version="1.0",url_scheme="http",le="1"} 203061 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/Messages/GetMessagesFromTopicsInWork",network_protocol_version="1.0",url_scheme="http",le="2.5"} 203497 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/Messages/GetMessagesFromTopicsInWork",network_protocol_version="1.0",url_scheme="http",le="5"} 203537 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/Messages/GetMessagesFromTopicsInWork",network_protocol_version="1.0",url_scheme="http",le="7.5"} 203544 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/Messages/GetMessagesFromTopicsInWork",network_protocol_version="1.0",url_scheme="http",le="10"} 203549 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/Messages/GetMessagesFromTopicsInWork",network_protocol_version="1.0",url_scheme="http",le="+Inf"} 203550 1786132820020
http_server_request_duration_seconds_sum{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/Messages/GetMessagesFromTopicsInWork",network_protocol_version="1.0",url_scheme="http"} 32985.088137000464 1786132820020
http_server_request_duration_seconds_count{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/Messages/GetMessagesFromTopicsInWork",network_protocol_version="1.0",url_scheme="http"} 203550 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Claim/Minimizations",network_protocol_version="1.0",url_scheme="http",le="0.005"} 116304 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Claim/Minimizations",network_protocol_version="1.0",url_scheme="http",le="0.01"} 117545 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Claim/Minimizations",network_protocol_version="1.0",url_scheme="http",le="0.025"} 118487 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Claim/Minimizations",network_protocol_version="1.0",url_scheme="http",le="0.05"} 119759 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Claim/Minimizations",network_protocol_version="1.0",url_scheme="http",le="0.075"} 121005 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Claim/Minimizations",network_protocol_version="1.0",url_scheme="http",le="0.1"} 122227 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Claim/Minimizations",network_protocol_version="1.0",url_scheme="http",le="0.25"} 161675 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Claim/Minimizations",network_protocol_version="1.0",url_scheme="http",le="0.5"} 193754 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Claim/Minimizations",network_protocol_version="1.0",url_scheme="http",le="0.75"} 200646 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Claim/Minimizations",network_protocol_version="1.0",url_scheme="http",le="1"} 202641 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Claim/Minimizations",network_protocol_version="1.0",url_scheme="http",le="2.5"} 203686 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Claim/Minimizations",network_protocol_version="1.0",url_scheme="http",le="5"} 203743 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Claim/Minimizations",network_protocol_version="1.0",url_scheme="http",le="7.5"} 203752 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Claim/Minimizations",network_protocol_version="1.0",url_scheme="http",le="10"} 203753 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Claim/Minimizations",network_protocol_version="1.0",url_scheme="http",le="+Inf"} 203753 1786132820020
http_server_request_duration_seconds_sum{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Claim/Minimizations",network_protocol_version="1.0",url_scheme="http"} 27109.48423060054 1786132820020
http_server_request_duration_seconds_count{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Claim/Minimizations",network_protocol_version="1.0",url_scheme="http"} 203753 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/samo-message-topics/{messageTopicId}/messages",network_protocol_version="1.0",url_scheme="http",le="0.005"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/samo-message-topics/{messageTopicId}/messages",network_protocol_version="1.0",url_scheme="http",le="0.01"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/samo-message-topics/{messageTopicId}/messages",network_protocol_version="1.0",url_scheme="http",le="0.025"} 74 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/samo-message-topics/{messageTopicId}/messages",network_protocol_version="1.0",url_scheme="http",le="0.05"} 2121 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/samo-message-topics/{messageTopicId}/messages",network_protocol_version="1.0",url_scheme="http",le="0.075"} 2870 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/samo-message-topics/{messageTopicId}/messages",network_protocol_version="1.0",url_scheme="http",le="0.1"} 3545 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/samo-message-topics/{messageTopicId}/messages",network_protocol_version="1.0",url_scheme="http",le="0.25"} 4137 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/samo-message-topics/{messageTopicId}/messages",network_protocol_version="1.0",url_scheme="http",le="0.5"} 4214 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/samo-message-topics/{messageTopicId}/messages",network_protocol_version="1.0",url_scheme="http",le="0.75"} 4235 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/samo-message-topics/{messageTopicId}/messages",network_protocol_version="1.0",url_scheme="http",le="1"} 4242 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/samo-message-topics/{messageTopicId}/messages",network_protocol_version="1.0",url_scheme="http",le="2.5"} 4253 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/samo-message-topics/{messageTopicId}/messages",network_protocol_version="1.0",url_scheme="http",le="5"} 4255 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/samo-message-topics/{messageTopicId}/messages",network_protocol_version="1.0",url_scheme="http",le="7.5"} 4255 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/samo-message-topics/{messageTopicId}/messages",network_protocol_version="1.0",url_scheme="http",le="10"} 4256 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/samo-message-topics/{messageTopicId}/messages",network_protocol_version="1.0",url_scheme="http",le="+Inf"} 4257 1786132820020
http_server_request_duration_seconds_sum{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/samo-message-topics/{messageTopicId}/messages",network_protocol_version="1.0",url_scheme="http"} 348.05224910000015 1786132820020
http_server_request_duration_seconds_count{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/samo-message-topics/{messageTopicId}/messages",network_protocol_version="1.0",url_scheme="http"} 4257 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Messages/GetByClaimMessages",network_protocol_version="1.0",url_scheme="http",le="0.005"} 3526 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Messages/GetByClaimMessages",network_protocol_version="1.0",url_scheme="http",le="0.01"} 4190 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Messages/GetByClaimMessages",network_protocol_version="1.0",url_scheme="http",le="0.025"} 42070 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Messages/GetByClaimMessages",network_protocol_version="1.0",url_scheme="http",le="0.05"} 54311 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Messages/GetByClaimMessages",network_protocol_version="1.0",url_scheme="http",le="0.075"} 55698 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Messages/GetByClaimMessages",network_protocol_version="1.0",url_scheme="http",le="0.1"} 55982 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Messages/GetByClaimMessages",network_protocol_version="1.0",url_scheme="http",le="0.25"} 56706 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Messages/GetByClaimMessages",network_protocol_version="1.0",url_scheme="http",le="0.5"} 57011 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Messages/GetByClaimMessages",network_protocol_version="1.0",url_scheme="http",le="0.75"} 57138 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Messages/GetByClaimMessages",network_protocol_version="1.0",url_scheme="http",le="1"} 57167 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Messages/GetByClaimMessages",network_protocol_version="1.0",url_scheme="http",le="2.5"} 57277 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Messages/GetByClaimMessages",network_protocol_version="1.0",url_scheme="http",le="5"} 57286 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Messages/GetByClaimMessages",network_protocol_version="1.0",url_scheme="http",le="7.5"} 57286 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Messages/GetByClaimMessages",network_protocol_version="1.0",url_scheme="http",le="10"} 57287 1786132820020
